trimestre,USER_ID,device_0,device_1
4,0,0.0,1.0
4,1,0.15254237288135594,0.847457627118644
4,2,0.25675675675675674,0.7432432432432432
4,3,0.08771929824561403,0.9122807017543859
4,4,0.9583333333333334,0.041666666666666664
4,5,0.0,1.0
4,6,0.0,1.0
4,7,0.014084507042253521,0.9859154929577465
4,8,0.0,1.0
4,9,0.8586956521739131,0.14130434782608695
4,10,0.0,1.0
4,11,0.0,1.0
4,12,0.03482587064676617,0.9651741293532339
4,13,0.0,1.0
4,14,0.0,1.0
4,15,1.0,0.0
4,16,0.2595419847328244,0.7404580152671756
4,17,0.21818181818181817,0.7818181818181819
4,18,0.0,1.0
4,19,0.0,1.0
4,20,0.0,1.0
4,21,0.2857142857142857,0.7142857142857143
4,22,0.0,1.0
4,23,0.0,1.0
4,24,0.8698412698412699,0.13015873015873017
4,25,0.0,1.0
4,26,0.07602339181286549,0.9239766081871345
4,27,0.0,1.0
4,28,0.0,1.0
4,29,0.0,1.0
4,30,0.9722222222222222,0.027777777777777776
4,31,0.10294117647058823,0.8970588235294118
4,32,0.006329113924050633,0.9936708860759493
4,33,0.0,1.0
4,34,0.0,1.0
4,35,0.0,1.0
4,36,0.0,1.0
4,37,0.0,1.0
4,38,0.016129032258064516,0.9838709677419355
4,39,0.0,1.0
4,40,0.0,1.0
4,41,0.03225806451612903,0.967741935483871
4,42,0.0,1.0
4,43,0.6153846153846154,0.38461538461538464
4,44,0.34146341463414637,0.6585365853658537
4,45,0.0,1.0
4,46,0.2111111111111111,0.7888888888888889
4,47,0.0,1.0
4,48,0.02564102564102564,0.9743589743589743
4,49,0.04477611940298507,0.9552238805970149
4,50,0.0,1.0
4,51,0.0,1.0
4,52,0.12162162162162163,0.8783783783783784
4,53,0.09202453987730061,0.9079754601226994
4,54,0.03571428571428571,0.9642857142857143
4,55,0.0,1.0
4,56,0.06756756756756757,0.9324324324324325
4,57,0.058823529411764705,0.9411764705882353
4,58,0.04861111111111111,0.9513888888888888
4,59,0.3333333333333333,0.6666666666666666
4,60,0.0,1.0
4,61,0.08333333333333333,0.9166666666666666
4,62,0.6666666666666666,0.3333333333333333
4,63,0.03870967741935484,0.9612903225806452
4,64,0.14615384615384616,0.8538461538461538
4,65,0.0,1.0
4,66,0.0,1.0
4,67,0.0,1.0
4,68,0.3,0.7
4,69,0.021052631578947368,0.9789473684210527
4,70,0.1891891891891892,0.8108108108108109
4,71,0.0,1.0
4,73,0.0,1.0
4,74,0.6470588235294118,0.35294117647058826
4,75,0.1956521739130435,0.8043478260869565
4,76,0.27380952380952384,0.7261904761904762
4,77,0.0,1.0
4,78,0.0,1.0
4,79,0.0,1.0
4,80,0.0,1.0
4,81,0.0,1.0
4,82,0.007407407407407408,0.9925925925925926
4,83,0.5844155844155844,0.4155844155844156
4,84,0.0,1.0
4,85,0.0,1.0
4,86,0.015625,0.984375
4,87,0.19148936170212766,0.8085106382978723
4,88,0.10101010101010101,0.898989898989899
4,89,0.3269230769230769,0.6730769230769231
4,90,0.043478260869565216,0.9565217391304348
4,91,0.0,1.0
4,92,0.0,1.0
4,93,0.16666666666666666,0.8333333333333334
4,94,0.030303030303030304,0.9696969696969697
4,95,0.0,1.0
4,96,0.005405405405405406,0.9945945945945946
4,97,0.0,1.0
4,98,0.0,1.0
4,100,0.9852941176470589,0.014705882352941176
4,101,0.13548387096774195,0.864516129032258
4,102,0.0,1.0
4,103,0.0064516129032258064,0.9935483870967742
4,104,0.006993006993006993,0.993006993006993
4,105,0.0,1.0
4,106,0.0,1.0
4,107,0.08928571428571429,0.9107142857142857
4,108,0.6428571428571429,0.35714285714285715
4,109,0.0,1.0
4,110,0.0,1.0
4,111,0.2898550724637681,0.7101449275362319
4,112,0.0,1.0
4,113,0.0,1.0
4,114,0.45454545454545453,0.5454545454545454
4,115,0.06611570247933884,0.9338842975206612
4,116,0.0,1.0
4,117,0.11764705882352941,0.8823529411764706
4,118,0.0,1.0
4,119,0.010309278350515464,0.9896907216494846
4,120,0.3055555555555556,0.6944444444444444
4,121,0.5172413793103449,0.4827586206896552
4,122,0.0,1.0
4,123,1.0,0.0
4,124,0.11627906976744186,0.8837209302325582
4,125,0.0,1.0
4,126,0.0,1.0
4,127,0.0,1.0
4,128,0.0,1.0
4,129,0.0,1.0
4,130,0.43478260869565216,0.5652173913043478
4,131,0.24242424242424243,0.7575757575757576
4,132,0.10650887573964497,0.893491124260355
4,134,0.0,1.0
4,135,0.0,1.0
4,136,0.008097165991902834,0.9919028340080972
4,137,0.0,1.0
4,138,0.0,1.0
4,139,0.0,1.0
4,140,0.0,1.0
4,141,0.0,1.0
4,142,0.03875968992248062,0.9612403100775194
4,143,0.030303030303030304,0.9696969696969697
4,144,0.010869565217391304,0.9891304347826086
4,145,0.10256410256410256,0.8974358974358975
4,146,0.0,1.0
4,147,0.0196078431372549,0.9803921568627451
4,148,0.0,1.0
4,149,0.22941176470588234,0.7705882352941177
4,150,0.0,1.0
4,151,0.0,1.0
4,152,0.22641509433962265,0.7735849056603774
4,153,0.0,1.0
4,154,0.0,1.0
4,155,0.7377049180327869,0.26229508196721313
4,156,0.0,1.0
4,157,0.009259259259259259,0.9907407407407407
4,158,1.0,0.0
4,159,0.09900990099009901,0.900990099009901
4,160,0.0,1.0
4,161,0.03225806451612903,0.967741935483871
4,162,0.0,1.0
4,163,0.08,0.92
4,164,0.9902912621359223,0.009708737864077669
4,165,0.045454545454545456,0.9545454545454546
4,166,0.0,1.0
4,167,0.0,1.0
4,168,1.0,0.0
4,169,0.0,1.0
4,170,0.03234501347708895,0.967654986522911
4,171,1.0,0.0
4,172,0.4827586206896552,0.5172413793103449
4,173,0.06666666666666667,0.9333333333333333
4,175,0.0,1.0
4,176,0.0,1.0
4,177,0.15942028985507245,0.8405797101449275
4,178,0.125,0.875
4,179,0.0,1.0
4,180,0.05426356589147287,0.9457364341085271
4,181,0.0,1.0
4,182,0.02040816326530612,0.9795918367346939
4,183,0.03409090909090909,0.9659090909090909
4,184,0.08333333333333333,0.9166666666666666
4,185,0.04918032786885246,0.9508196721311475
4,186,0.8674698795180723,0.13253012048192772
4,187,0.0,1.0
4,188,0.20967741935483872,0.7903225806451613
4,189,0.0,1.0
4,190,0.0,1.0
4,191,0.0,1.0
4,192,0.0,1.0
4,193,0.37037037037037035,0.6296296296296297
4,194,0.0,1.0
4,195,0.0,1.0
4,196,0.0,1.0
4,197,0.0,1.0
4,198,0.875,0.125
4,199,0.06818181818181818,0.9318181818181818
4,200,0.0,1.0
4,201,0.0,1.0
4,202,0.03508771929824561,0.9649122807017544
4,203,0.032520325203252036,0.967479674796748
4,204,0.6153846153846154,0.38461538461538464
4,205,0.0,1.0
4,206,0.0,1.0
4,207,0.0,1.0
4,208,0.05714285714285714,0.9428571428571428
4,209,0.11320754716981132,0.8867924528301887
4,210,0.009345794392523364,0.9906542056074766
4,211,0.0,1.0
4,212,0.0,1.0
4,213,0.0,1.0
4,214,0.009708737864077669,0.9902912621359223
4,215,0.09615384615384616,0.9038461538461539
4,216,0.523102310231023,0.4768976897689769
4,217,0.021505376344086023,0.978494623655914
4,218,0.07692307692307693,0.9230769230769231
4,219,0.09448818897637795,0.905511811023622
4,220,0.16,0.84
4,221,0.9333333333333333,0.06666666666666667
4,222,0.0,1.0
4,223,0.13043478260869565,0.8695652173913043
4,224,0.1,0.9
4,225,0.14583333333333334,0.8541666666666666
4,226,0.0,1.0
4,227,1.0,0.0
4,228,0.0,1.0
4,229,0.0,1.0
4,230,0.05263157894736842,0.9473684210526315
4,231,0.125,0.875
4,232,0.03333333333333333,0.9666666666666667
4,233,0.0,1.0
4,234,0.0125,0.9875
4,235,0.3333333333333333,0.6666666666666666
4,236,0.0,1.0
4,237,0.0,1.0
4,238,0.0,1.0
4,239,0.0,1.0
4,240,0.024390243902439025,0.975609756097561
4,241,0.017543859649122806,0.9824561403508771
4,242,0.0,1.0
4,243,0.04,0.96
4,244,0.14814814814814814,0.8518518518518519
4,245,0.0,1.0
4,246,0.0,1.0
4,247,0.0,1.0
4,248,0.0,1.0
4,249,1.0,0.0
4,250,1.0,0.0
4,251,0.0,1.0
4,252,0.0,1.0
4,253,1.0,0.0
4,254,0.03636363636363636,0.9636363636363636
4,255,0.0,1.0
4,256,0.08695652173913043,0.9130434782608695
4,257,1.0,0.0
4,258,0.3333333333333333,0.6666666666666666
4,260,0.0,1.0
4,261,0.1,0.9
4,262,0.8722222222222222,0.12777777777777777
4,263,0.7464788732394366,0.2535211267605634
4,264,0.023809523809523808,0.9761904761904762
4,265,0.484375,0.515625
4,266,0.28,0.72
4,267,0.030303030303030304,0.9696969696969697
4,268,0.0,1.0
4,269,0.0,1.0
4,270,1.0,0.0
4,271,0.19469026548672566,0.8053097345132744
4,272,0.6067415730337079,0.39325842696629215
4,273,0.043689320388349516,0.9563106796116505
4,274,0.0,1.0
4,275,0.0,1.0
